Flight ID,Flight Number,Airline,Plane,Origin City,Origin Airport,Origin Code,Origin Country,Destination City,Destination Airport,Destination Code,Destination Country,Departure Time,Arrival Time,Duration (Hours),Operating Days,Economy Fare (USD),Business Fare (USD),First Fare (USD),Route Type,Distance Category
1164,FL1164,SpiceJet,SG3027,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,05:45,07:15,1.50,Wednesday,6543.0,,,Domestic,Short-haul
1165,FL1165,IndiGo,6E6825,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,08:05,09:05,1.00,Sunday,6945.0,,,Domestic,Short-haul
1166,FL1166,IndiGo,6E6212,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,11:10,12:10,1.00,Friday,6945.0,,,Domestic,Short-haul
1167,FL1167,IndiGo,6E6212,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,11:10,12:10,1.00,Wednesday,6945.0,,,Domestic,Short-haul
1168,FL1168,IndiGo,6E6212,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,11:10,12:10,1.00,Monday,6945.0,,,Domestic,Short-haul
1169,FL1169,IndiGo,6E6825,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,08:05,09:05,1.00,Tuesday,6945.0,,,Domestic,Short-haul
1170,FL1170,IndiGo,6E6825,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,08:05,09:05,1.00,Friday,6945.0,,,Domestic,Short-haul
1171,FL1171,IndiGo,6E6212,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,11:10,12:10,1.00,Thursday,6945.0,,,Domestic,Short-haul
1172,FL1172,IndiGo,6E6825,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,08:05,09:05,1.00,Saturday,6945.0,,,Domestic,Short-haul
1173,FL1173,IndiGo,6E6212,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,11:10,12:10,1.00,Tuesday,6945.0,,,Domestic,Short-haul
1174,FL1174,IndiGo,6E841,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,14:50,15:55,1.08,Tuesday,6945.0,,,Domestic,Short-haul
1175,FL1175,IndiGo,6E356,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,17:25,18:30,1.08,Monday,6945.0,,,Domestic,Short-haul
1176,FL1176,IndiGo,6E841,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,14:50,15:55,1.08,Monday,6945.0,,,Domestic,Short-haul
1177,FL1177,IndiGo,6E6269,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,07:00,08:05,1.08,Tuesday,6945.0,,,Domestic,Short-haul
1178,FL1178,IndiGo,6E6269,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,07:00,08:05,1.08,Saturday,6945.0,,,Domestic,Short-haul
1179,FL1179,IndiGo,6E541,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,09:35,10:50,1.25,Sunday,6945.0,,,Domestic,Short-haul
1180,FL1180,IndiGo,6E541,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,09:35,10:50,1.25,Tuesday,6945.0,,,Domestic,Short-haul
1181,FL1181,IndiGo,6E541,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,09:35,10:50,1.25,Wednesday,6945.0,,,Domestic,Short-haul
1182,FL1182,IndiGo,6E541,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,09:35,10:50,1.25,Saturday,6945.0,,,Domestic,Short-haul
1183,FL1183,IndiGo,6E541,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,09:35,10:50,1.25,Thursday,6945.0,,,Domestic,Short-haul
1184,FL1184,IndiGo,6E541,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,09:35,10:50,1.25,Friday,6945.0,,,Domestic,Short-haul
1185,FL1185,IndiGo,6E478,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,20:05,21:05,1.00,Monday,7066.0,,,Domestic,Short-haul
1186,FL1186,IndiGo,6E6825,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,08:05,09:05,1.00,Thursday,7066.0,,,Domestic,Short-haul
1187,FL1187,IndiGo,6E841,Bangalore,Kempegowda International Airport,BLR,India,Chennai,Chennai International Airport,MAA,India,14:50,15:55,1.08,Friday,7066.0,,,Domestic,Short-haul
1188,FL1188,Go First,G87005,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,23:55,00:55,1.00,Monday,5113.0,,,Domestic,Short-haul
1189,FL1189,IndiGo,6E382,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,20:55,21:55,1.00,Saturday,6945.0,,,Domestic,Short-haul
1190,FL1190,IndiGo,6E382,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,20:55,21:55,1.00,Sunday,6945.0,,,Domestic,Short-haul
1191,FL1191,IndiGo,6.00E+113,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,09:55,10:55,1.00,Sunday,6945.0,,,Domestic,Short-haul
1192,FL1192,IndiGo,6E602,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,16:20,17:20,1.00,Monday,6945.0,,,Domestic,Short-haul
1193,FL1193,AirAsia India,I5991,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,20:15,21:15,1.00,Monday,6945.0,,,Domestic,Short-haul
1194,FL1194,AirAsia India,I5991,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,20:15,21:15,1.00,Thursday,6945.0,,,Domestic,Short-haul
1195,FL1195,IndiGo,6E602,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,16:20,17:20,1.00,Saturday,6945.0,,,Domestic,Short-haul
1196,FL1196,AirAsia India,I5991,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,20:15,21:15,1.00,Wednesday,6945.0,,,Domestic,Short-haul
1197,FL1197,IndiGo,6E602,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,16:20,17:20,1.00,Thursday,6945.0,,,Domestic,Short-haul
1198,FL1198,IndiGo,6.00E+113,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,09:55,10:55,1.00,Monday,6945.0,,,Domestic,Short-haul
1199,FL1199,AirAsia India,I5991,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,20:15,21:15,1.00,Saturday,6945.0,,,Domestic,Short-haul
1200,FL1200,AirAsia India,I5991,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,20:15,21:15,1.00,Sunday,6945.0,,,Domestic,Short-haul
1201,FL1201,IndiGo,6.00E+113,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,09:55,10:55,1.00,Saturday,6945.0,,,Domestic,Short-haul
1202,FL1202,IndiGo,6E6787,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,19:40,20:45,1.08,Saturday,6945.0,,,Domestic,Short-haul
1203,FL1203,IndiGo,6E6787,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,19:40,20:45,1.08,Sunday,6945.0,,,Domestic,Short-haul
1204,FL1204,AirAsia India,I51427,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,21:15,22:20,1.08,Friday,6945.0,,,Domestic,Short-haul
1205,FL1205,AirAsia India,I51427,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,21:15,22:20,1.08,Wednesday,6945.0,,,Domestic,Short-haul
1206,FL1206,IndiGo,6E6787,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,19:40,20:45,1.08,Monday,6945.0,,,Domestic,Short-haul
1207,FL1207,IndiGo,6E6787,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,19:40,20:45,1.08,Wednesday,6945.0,,,Domestic,Short-haul
1208,FL1208,AirAsia India,I51427,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,21:15,22:20,1.08,Thursday,6945.0,,,Domestic,Short-haul
1209,FL1209,AirAsia India,I51427,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,21:15,22:20,1.08,Tuesday,6945.0,,,Domestic,Short-haul
1210,FL1210,IndiGo,6E703,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,13:10,14:15,1.08,Monday,6945.0,,,Domestic,Short-haul
1211,FL1211,AirAsia India,I51427,Bangalore,Kempegowda International Airport,BLR,India,Kochi,Cochin International Airport,COK,India,21:15,22:20,1.08,Sunday,6945.0,,,Domestic,Short-haul
1212,FL1212,Vistara,UK893,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,20:10,21:10,1.00,Monday,6718.0,,,Domestic,Short-haul
1213,FL1213,Vistara,UK893,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,20:10,21:10,1.00,Sunday,6718.0,,,Domestic,Short-haul
1214,FL1214,Vistara,UK897,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,07:45,08:55,1.17,Friday,6718.0,,,Domestic,Short-haul
1215,FL1215,Vistara,UK897,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,07:45,08:55,1.17,Sunday,6718.0,,,Domestic,Short-haul
1216,FL1216,Vistara,UK893,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,20:10,21:10,1.00,Saturday,6897.0,,,Domestic,Short-haul
1217,FL1217,Vistara,UK897,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,07:45,08:55,1.17,Saturday,6897.0,,,Domestic,Short-haul
1218,FL1218,Go First,G8544,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,15:35,16:45,1.17,Thursday,6994.0,,,Domestic,Short-haul
1219,FL1219,Go First,G8544,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,15:35,16:45,1.17,Wednesday,7170.0,,,Domestic,Short-haul
1220,FL1220,Go First,G8544,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,15:35,16:45,1.17,Monday,7170.0,,,Domestic,Short-haul
1221,FL1221,Go First,G8544,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,15:35,16:45,1.17,Tuesday,7170.0,,,Domestic,Short-haul
1222,FL1222,Vistara,UK893,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,20:10,21:10,1.00,Thursday,7249.0,,,Domestic,Short-haul
1223,FL1223,Vistara,UK897,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,07:45,08:55,1.17,Thursday,7249.0,,,Domestic,Short-haul
1224,FL1224,Go First,G8544,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,15:35,16:45,1.17,Sunday,7284.0,,,Domestic,Short-haul
1225,FL1225,IndiGo,6E537,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,10:15,11:25,1.17,Thursday,7287.0,,,Domestic,Short-haul
1226,FL1226,IndiGo,6E684,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,22:10,23:20,1.17,Monday,7287.0,,,Domestic,Short-haul
1227,FL1227,IndiGo,6E6067,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,15:45,16:55,1.17,Monday,7287.0,,,Domestic,Short-haul
1228,FL1228,IndiGo,6E638,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,18:50,20:05,1.25,Thursday,7287.0,,,Domestic,Short-haul
1229,FL1229,IndiGo,6E6257,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,05:15,06:30,1.25,Sunday,7287.0,,,Domestic,Short-haul
1230,FL1230,IndiGo,6E6257,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,05:15,06:30,1.25,Monday,7287.0,,,Domestic,Short-haul
1231,FL1231,IndiGo,6E6257,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,05:15,06:30,1.25,Thursday,7287.0,,,Domestic,Short-haul
1232,FL1232,IndiGo,6E6491,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,12:35,13:55,1.33,Tuesday,7287.0,,,Domestic,Short-haul
1233,FL1233,AirAsia India,I51576,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,07:35,08:45,1.17,Sunday,7288.0,,,Domestic,Short-haul
1234,FL1234,AirAsia India,I5972,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,14:25,15:40,1.25,Tuesday,7288.0,,,Domestic,Short-haul
1235,FL1235,Vistara,UK893,Bangalore,Kempegowda International Airport,BLR,India,Hyderabad,Rajiv Gandhi International Airport,HYD,India,20:10,21:10,1.00,Wednesday,7419.0,,,Domestic,Short-haul
1236,FL1236,IndiGo,6E873,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,05:55,07:10,1.25,Friday,7287.0,,,Domestic,Short-haul
1237,FL1237,IndiGo,6E873,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,05:55,07:10,1.25,Monday,7287.0,,,Domestic,Short-haul
1238,FL1238,IndiGo,6E873,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,05:55,07:10,1.25,Saturday,7287.0,,,Domestic,Short-haul
1239,FL1239,IndiGo,6E873,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,05:55,07:10,1.25,Sunday,7287.0,,,Domestic,Short-haul
1240,FL1240,IndiGo,6E873,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,05:55,07:10,1.25,Thursday,7287.0,,,Domestic,Short-haul
1241,FL1241,IndiGo,6E873,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,05:55,07:10,1.25,Wednesday,7287.0,,,Domestic,Short-haul
1242,FL1242,IndiGo,6E873,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,05:55,07:10,1.25,Tuesday,7287.0,,,Domestic,Short-haul
1243,FL1243,IndiGo,6E6144,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,11:25,12:45,1.33,Friday,7287.0,,,Domestic,Short-haul
1244,FL1244,IndiGo,6E6144,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,11:25,12:45,1.33,Thursday,7287.0,,,Domestic,Short-haul
1245,FL1245,IndiGo,6E6144,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,11:25,12:45,1.33,Monday,7287.0,,,Domestic,Short-haul
1246,FL1246,IndiGo,6E6502,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,15:55,17:15,1.33,Thursday,7287.0,,,Domestic,Short-haul
1247,FL1247,IndiGo,6E6144,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,11:25,12:45,1.33,Wednesday,7287.0,,,Domestic,Short-haul
1248,FL1248,IndiGo,6E6144,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,11:25,12:45,1.33,Sunday,7287.0,,,Domestic,Short-haul
1249,FL1249,IndiGo,6E6502,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,15:55,17:15,1.33,Monday,7287.0,,,Domestic,Short-haul
1250,FL1250,IndiGo,6E6502,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,15:55,17:15,1.33,Saturday,7287.0,,,Domestic,Short-haul
1251,FL1251,IndiGo,6E6502,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,15:55,17:15,1.33,Friday,7287.0,,,Domestic,Short-haul
1252,FL1252,IndiGo,6E6502,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,15:55,17:15,1.33,Wednesday,7287.0,,,Domestic,Short-haul
1253,FL1253,IndiGo,6E6502,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,15:55,17:15,1.33,Tuesday,7287.0,,,Domestic,Short-haul
1254,FL1254,IndiGo,6E6144,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,11:25,12:45,1.33,Tuesday,7287.0,,,Domestic,Short-haul
1255,FL1255,IndiGo,6E6144,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,11:25,12:45,1.33,Saturday,7287.0,,,Domestic,Short-haul
1256,FL1256,IndiGo,6E6502,Bangalore,Kempegowda International Airport,BLR,India,Thiruvananthapuram,Trivandrum International Airport,TRV,India,15:55,17:15,1.33,Sunday,8336.0,,,Domestic,Short-haul
1257,FL1257,SpiceJet,SG538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,17:30,20:00,2.50,Saturday,8958.0,,,Domestic,Short-haul
1258,FL1258,SpiceJet,SG538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,17:30,20:00,2.50,Sunday,8958.0,,,Domestic,Short-haul
1259,FL1259,SpiceJet,SG538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,17:30,20:00,2.50,Tuesday,8958.0,,,Domestic,Short-haul
1260,FL1260,SpiceJet,SG538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,17:30,20:00,2.50,Monday,8958.0,,,Domestic,Short-haul
1261,FL1261,SpiceJet,SG538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,17:30,20:00,2.50,Wednesday,8958.0,,,Domestic,Short-haul
1262,FL1262,SpiceJet,SG538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,17:30,20:00,2.50,Thursday,8958.0,,,Domestic,Short-haul
1263,FL1263,AirAsia India,I52472,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,06:30,08:50,2.33,Tuesday,9360.0,,,Domestic,Short-haul
1264,FL1264,AirAsia India,I52472,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,06:30,08:50,2.33,Saturday,9360.0,,,Domestic,Short-haul
1265,FL1265,AirAsia India,I52472,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,06:30,08:50,2.33,Thursday,9360.0,,,Domestic,Short-haul
1266,FL1266,AirAsia India,I52472,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,06:30,08:50,2.33,Friday,9360.0,,,Domestic,Short-haul
1267,FL1267,IndiGo,6.00E+217,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,18:10,20:35,2.42,Tuesday,9360.0,,,Domestic,Short-haul
1268,FL1268,IndiGo,6E503,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,11:55,14:20,2.42,Tuesday,9360.0,,,Domestic,Short-haul
1269,FL1269,IndiGo,6.00E+172,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,13:40,16:05,2.42,Tuesday,9360.0,,,Domestic,Short-haul
1270,FL1270,IndiGo,6.00E+217,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,18:10,20:35,2.42,Thursday,9360.0,,,Domestic,Short-haul
1271,FL1271,IndiGo,6E538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,22:05,00:35,2.50,Saturday,9360.0,,,Domestic,Short-haul
1272,FL1272,IndiGo,6E538,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,22:05,00:35,2.50,Friday,9360.0,,,Domestic,Short-haul
1273,FL1273,AirAsia India,I5592,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,17:55,20:25,2.50,Tuesday,9360.0,,,Domestic,Short-haul
1274,FL1274,IndiGo,6E442,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,09:15,11:50,2.58,Thursday,9360.0,,,Domestic,Short-haul
1275,FL1275,IndiGo,6E676,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,19:55,22:30,2.58,Saturday,9360.0,,,Domestic,Short-haul
1276,FL1276,IndiGo,6.00E+227,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,06:30,09:05,2.58,Friday,9360.0,,,Domestic,Short-haul
1277,FL1277,IndiGo,6E6572,Bangalore,Kempegowda International Airport,BLR,India,Kolkata,Netaji Subhash Chandra Bose International Airport,CCU,India,15:25,18:00,2.58,Tuesday,9360.0,,,Domestic,Short-haul
1278,FL1278,IndiGo,6.00E+239,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,17:40,19:40,2.00,Friday,10201.0,,,Domestic,Short-haul
1279,FL1279,IndiGo,6.00E+239,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,17:40,19:40,2.00,Saturday,10201.0,,,Domestic,Short-haul
1280,FL1280,IndiGo,6.00E+239,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,17:40,19:40,2.00,Thursday,10201.0,,,Domestic,Short-haul
1281,FL1281,IndiGo,6.00E+239,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,17:40,19:40,2.00,Tuesday,10201.0,,,Domestic,Short-haul
1282,FL1282,IndiGo,6.00E+239,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,17:40,19:40,2.00,Monday,10201.0,,,Domestic,Short-haul
1283,FL1283,Go First,G8801,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:55,08:00,2.08,Wednesday,10201.0,,,Domestic,Short-haul
1284,FL1284,IndiGo,6E6423,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,20:20,22:25,2.08,Friday,10201.0,,,Domestic,Short-haul
1285,FL1285,IndiGo,6E586,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:05,07:10,2.08,Thursday,10201.0,,,Domestic,Short-haul
1286,FL1286,IndiGo,6E6423,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,20:20,22:25,2.08,Tuesday,10201.0,,,Domestic,Short-haul
1287,FL1287,Go First,G8801,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:55,08:00,2.08,Monday,10201.0,,,Domestic,Short-haul
1288,FL1288,Go First,G8801,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:55,08:00,2.08,Saturday,10201.0,,,Domestic,Short-haul
1289,FL1289,IndiGo,6E6423,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,20:20,22:25,2.08,Monday,10201.0,,,Domestic,Short-haul
1290,FL1290,IndiGo,6E586,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:05,07:10,2.08,Tuesday,10201.0,,,Domestic,Short-haul
1291,FL1291,IndiGo,6E6423,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,20:20,22:25,2.08,Saturday,10201.0,,,Domestic,Short-haul
1292,FL1292,IndiGo,6E6423,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,20:20,22:25,2.08,Thursday,10201.0,,,Domestic,Short-haul
1293,FL1293,Go First,G8801,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:55,08:00,2.08,Sunday,10201.0,,,Domestic,Short-haul
1294,FL1294,Go First,G8801,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:55,08:00,2.08,Friday,10201.0,,,Domestic,Short-haul
1295,FL1295,Go First,G8801,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:55,08:00,2.08,Thursday,10201.0,,,Domestic,Short-haul
1296,FL1296,IndiGo,6E586,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,05:05,07:10,2.08,Wednesday,10201.0,,,Domestic,Short-haul
1297,FL1297,IndiGo,6E6423,Bangalore,Kempegowda International Airport,BLR,India,Ahmedabad,Sardar Vallabhbhai Patel International Airport,AMD,India,20:20,22:25,2.08,Wednesday,10201.0,,,Domestic,Short-haul
